,Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
368,db28079c-fb09-4a3e-96ac-3774887e829a,543f6fb0-c160-46dd-a64e-7b6c7114768f,Fully Paid,390896.0,Short Term,724.0,1174162.0,5 years,Home Mortgage,Debt Consolidation,31789.47,15.5,30.0,19.0,0.0,108604.0,245630.0,0.0,0.0
370,6eeef452-74d0-4ae3-b2c8-0a2362e77998,fe0ae469-c85c-469c-bc27-f502c33e5dfe,Fully Paid,86812.0,Short Term,742.0,562362.0,3 years,Home Mortgage,Other,6917.14,12.0,300.0,5.0,0.0,3762.0,36960.0,0.0,0.0
371,65ff01fb-6426-47a2-b867-b9c1f40a5ada,77d858b0-1aaa-48a0-9768-b5abfc5cccbe,Fully Paid,245190.0,Long Term,740.0,1540064.0,3 years,Home Mortgage,Debt Consolidation,8316.3,9.5,13.0,8.0,0.0,286083.0,524128.0,0.0,0.0
372,df829b8b-f50f-4998-88a0-08ca3de22161,3061e984-a670-4050-b06d-cbf3012775c6,Fully Paid,263296.0,Long Term,730.0,1421162.0,1 year,Rent,Debt Consolidation,29252.02,15.1,24.0,9.0,0.0,0.0,0.0,0.0,0.0
374,67a4f34d-bd71-43ac-8508-2bf24cc3acb4,50ac41d0-165b-423b-87db-38fc7ac0b91d,Fully Paid,65076.0,Short Term,723.0,786828.0,< 1 year,Rent,Debt Consolidation,7474.79,22.8,300.0,4.0,1.0,33554.0,160534.0,1.0,0.0
375,76a3d7ca-6142-4435-a46c-82048aab8153,6f90582a-4a91-4c01-8e6c-cdf314ae3109,Fully Paid,134354.0,Short Term,718.0,831630.0,10+ years,Own Home,Debt Consolidation,22453.82,17.6,13.0,8.0,1.0,55005.0,94644.0,1.0,0.0
376,7b20218e-f120-40e9-9cb0-29691c9e4999,126656c5-1a6b-4769-a01f-21f17b9bb50b,Charged Off,516868.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,38895.28,28.9,39.0,13.0,0.0,551380.0,866272.0,0.0,0.0
377,f7a7b912-dd7f-44f7-8b3e-dbc648272129,f66edd19-dc7e-42b4-ab2d-984cdeacb6ff,Charged Off,331694.0,Short Term,693.0,763876.0,5 years,Home Mortgage,Debt Consolidation,8911.95,16.6,63.0,10.0,0.0,188879.0,243276.0,0.0,0.0
378,57765b3f-5fa8-4812-ae54-46cc5e71a046,e7e7ac7e-4bf0-4c56-ac90-3bd26230cf05,Fully Paid,187506.0,Short Term,746.0,1580895.0,9 years,Home Mortgage,Debt Consolidation,23977.05,14.0,72.0,10.0,0.0,148827.0,278872.0,0.0,0.0
379,46aeb3be-93ef-4cc9-a0d6-711c720c2242,76dfcbd8-9057-465b-97bd-79f7fdd9e5a6,Fully Paid,435908.0,Short Term,715.0,1505864.0,3 years,Home Mortgage,Debt Consolidation,9976.33,20.8,64.0,11.0,0.0,209817.0,658416.0,0.0,0.0
380,cde4e310-a390-4f05-ac91-b0fe943a10d2,ce69bf48-1990-4a32-b5fe-34a0d24a7c68,Fully Paid,55418.0,Short Term,735.0,511765.0,3 years,Rent,Debt Consolidation,4264.74,14.9,300.0,5.0,0.0,106704.0,537218.0,0.0,0.0
381,378834f0-8371-4a6c-94ce-d6efe7bcffa7,d0e2067f-450b-44b6-98d4-fd2e98e7e9d8,Fully Paid,260788.0,Short Term,747.0,1341932.0,7 years,Home Mortgage,Debt Consolidation,28068.51,16.4,300.0,10.0,0.0,250591.0,419320.0,0.0,0.0
382,a2dfa345-1784-4988-ab89-146813040966,71b34ff5-bf0a-4b64-bce3-270f03920f05,Fully Paid,541376.0,Short Term,699.0,1577057.0,3 years,Home Mortgage,Debt Consolidation,31409.66,9.1,36.0,19.0,0.0,532988.0,648934.0,0.0,0.0
383,f509b5f3-8b6b-431d-8d33-22c409e0f0db,01090941-ffb7-4f8c-a4a4-378577bd80fa,Fully Paid,314886.0,Short Term,713.0,1406627.0,10+ years,Rent,Debt Consolidation,22974.8,21.1,53.0,17.0,1.0,301150.0,452848.0,1.0,0.0
384,3b876100-f79a-46c7-928b-bc72d141084b,f06d2984-f6de-47be-80c9-373f64d8c0f9,Fully Paid,150260.0,Short Term,724.0,1174162.0,9 years,Home Mortgage,Debt Consolidation,14202.69,16.4,300.0,12.0,0.0,359138.0,804342.0,0.0,0.0
385,3c5abb4f-22e8-434b-ae02-fb779c142ada,4b13acf3-f3b4-4c3d-8ac1-ba1a0589e7d4,Charged Off,553586.0,Long Term,695.0,1401744.0,2 years,Home Mortgage,Debt Consolidation,13433.57,29.0,40.0,9.0,0.0,201989.0,387222.0,0.0,0.0
387,8dfa168f-ef7f-4fcd-9f04-1e96403707d3,dd1037bb-7be5-4de2-91cc-357375618064,Fully Paid,179784.0,Short Term,751.0,1494464.0,10+ years,Home Mortgage,Debt Consolidation,3437.29,15.7,300.0,5.0,0.0,177745.0,553234.0,0.0,0.0
389,4f0f27b2-1c3d-42ed-b0f7-e03439194fa5,1cbfad4a-7d97-4fa2-ad36-623353657e96,Fully Paid,178310.0,Short Term,718.0,1434044.0,9 years,Home Mortgage,Debt Consolidation,22538.37,19.0,300.0,8.0,1.0,85918.0,142758.0,1.0,0.0
391,d851f990-df31-445c-8d5d-063b070ee1fd,ae84e929-d7a7-4980-82e3-99e83c44e651,Fully Paid,130614.0,Short Term,734.0,388265.0,0 years,Rent,Debt Consolidation,10709.73,19.0,300.0,11.0,0.0,319409.0,663982.0,0.0,0.0
392,25427c1a-74d3-4b50-a83f-0ac3bf406510,995093a6-67cd-4cde-894f-04d21bb56aa7,Charged Off,67518.0,Short Term,727.0,680371.0,0 years,Rent,Debt Consolidation,8844.69,14.9,300.0,3.0,0.0,118123.0,148500.0,0.0,0.0
393,ca99ebd2-75f8-47a2-bd61-7c29bacfbfd8,6e8ae75c-fa3c-457b-9d2a-be24c252f86f,Fully Paid,238810.0,Short Term,742.0,1406190.0,6 years,Home Mortgage,Debt Consolidation,7253.63,22.1,71.0,6.0,0.0,218918.0,444708.0,0.0,0.0
394,af4370db-b002-43e9-9a8e-c64d695ef88e,bfeeec91-638a-449b-8684-3d12aeeb06de,Fully Paid,67342.0,Short Term,739.0,1163028.0,< 1 year,Rent,Other,18511.51,17.7,300.0,11.0,1.0,164388.0,413798.0,1.0,0.0
395,744ea520-a0dd-4b71-a79f-004270c67f22,d580b8f8-d0b1-4f5e-b882-7e612f6fff9c,Fully Paid,316866.0,Long Term,721.0,1026209.0,1 year,Home Mortgage,Medical Bills,20438.68,17.7,300.0,13.0,1.0,190456.0,594396.0,0.0,0.0
397,301fc02b-bbe6-4fb4-9e25-d71852cb051d,ad2d21cf-5221-41b6-aa55-efbac6dc4b48,Fully Paid,220968.0,Short Term,726.0,811053.0,< 1 year,Rent,Debt Consolidation,14801.76,9.6,300.0,13.0,0.0,223022.0,298188.0,0.0,0.0
398,45546ba9-1e22-415e-8feb-9f474fd3183a,a623e97c-c585-492c-8b1a-5d05d4675e4f,Fully Paid,344784.0,Short Term,747.0,1302735.0,8 years,Home Mortgage,Home Improvements,3625.96,22.7,300.0,9.0,0.0,12103.0,700348.0,0.0,0.0
399,ca0b9e83-9049-46a1-8c4d-65a403eeca18,7d54dd3a-4c21-4df9-b47a-80c114bc656c,Fully Paid,129118.0,Short Term,750.0,1579641.0,10+ years,Home Mortgage,Debt Consolidation,10820.5,23.0,300.0,8.0,0.0,81586.0,326854.0,0.0,0.0
400,b6fc0729-7c85-4752-bc79-3115ac0b2cc2,7fe11743-2045-4145-8bda-8437669c33b0,Fully Paid,237578.0,Long Term,712.0,1348867.0,10+ years,Own Home,Debt Consolidation,7890.89,22.7,48.0,10.0,0.0,179930.0,351912.0,0.0,0.0
401,b631a624-8d41-442a-8fc4-92d765f77f69,d81d84c0-a4b6-402b-bfce-54080ff3aee4,Fully Paid,286792.0,Short Term,715.0,1047926.0,2 years,Rent,Buy House,16941.54,13.2,27.0,10.0,0.0,60287.0,199430.0,0.0,0.0
402,7cbc6efc-dd72-49f0-888c-e567287d35bd,5171ac6a-e568-41f2-afcc-5c7d13219de5,Fully Paid,171534.0,Short Term,724.0,1174162.0,4 years,Home Mortgage,Business Loan,724.85,9.3,300.0,4.0,0.0,48716.0,90816.0,0.0,0.0
403,8c1012d4-3a39-414a-903a-e039a8a884f2,2a42bd5c-cc76-457e-b72b-ad86a704592a,Fully Paid,431420.0,Long Term,724.0,1117770.0,2 years,Home Mortgage,Debt Consolidation,7731.29,16.7,43.0,8.0,0.0,389500.0,846164.0,0.0,0.0
404,ac9ce43c-6450-44dd-842d-4f9277ac1d83,a2636da5-afe6-4539-9313-8c7bba0b1f9c,Fully Paid,447744.0,Long Term,719.0,1033049.0,6 years,Rent,Debt Consolidation,12396.55,17.5,33.0,6.0,0.0,74727.0,259842.0,0.0,0.0
405,7f2b5910-d6f6-456a-88b6-4171c6c6220a,932d331e-09bf-4184-9762-cc921045cb4f,Fully Paid,216018.0,Short Term,736.0,1463950.0,8 years,Home Mortgage,Debt Consolidation,15493.36,14.2,5.0,11.0,0.0,44840.0,253220.0,0.0,0.0
406,84e68ce5-6f3e-4200-bc06-ed20bd1b74f6,714a49fa-8b10-4602-bc34-9807a1a73742,Fully Paid,197582.0,Short Term,724.0,1174162.0,4 years,Own Home,Buy House,15199.81,24.2,42.0,17.0,0.0,241566.0,1155836.0,0.0,0.0
407,061d4828-599c-4c12-bc90-c6ee541fc6e5,bd25baa1-4785-49e9-9685-f548ad5bc2ad,Fully Paid,136796.0,Short Term,724.0,1174162.0,6 years,Rent,Debt Consolidation,25714.03,17.8,300.0,7.0,0.0,161215.0,340626.0,0.0,0.0
408,6531f55d-a347-4a0b-91b9-ee243fe0d0bd,0af33d8c-a13b-474a-9411-78a5cf3f781a,Fully Paid,296582.0,Short Term,722.0,1441986.0,< 1 year,Rent,Debt Consolidation,15020.64,26.1,300.0,7.0,0.0,498218.0,636724.0,0.0,0.0
409,6d5e8d4c-2125-41e7-9cf0-ef7af1af9134,b85455a8-8bd8-453a-b7e0-d0afd03327d5,Charged Off,77264.0,Short Term,721.0,474943.0,0 years,Rent,Debt Consolidation,1353.56,12.5,300.0,2.0,1.0,68286.0,125906.0,1.0,0.0
410,1fabb884-6494-4724-89db-12ec159b9ed7,02d3b024-dcc4-4aa0-8562-a0fb20efc79b,Charged Off,225104.0,Short Term,724.0,1174162.0,4 years,Rent,Medical Bills,22810.45,11.5,64.0,6.0,0.0,236816.0,267784.0,0.0,0.0
411,c4baa678-2555-4fc3-bc9a-c3a75491e8df,f3c7e866-f588-4d06-a0ec-56e4074b507f,Fully Paid,288464.0,Long Term,724.0,1174162.0,7 years,Home Mortgage,Debt Consolidation,13111.9,6.4,300.0,11.0,0.0,139346.0,460966.0,0.0,0.0
413,864f6b00-1354-4af5-a8c3-04ea501f27cc,7ba53df8-dd36-4e9b-870c-0eb161f59cbf,Fully Paid,302500.0,Long Term,701.0,931000.0,7 years,Rent,Debt Consolidation,18542.48,12.9,300.0,13.0,0.0,242934.0,464178.0,0.0,0.0
414,57209fc0-9587-4976-8a52-ad87b5f5028a,dea2dc95-6abd-4965-9467-ecc6ac41e2c7,Fully Paid,172238.0,Short Term,724.0,1174162.0,2 years,Rent,Medical Bills,14704.29,16.8,300.0,12.0,1.0,87590.0,504592.0,1.0,0.0
415,db55a252-1226-4380-b3a3-a118c2a29cee,dcce9969-36ea-44d0-afe9-ad94255197fa,Fully Paid,211948.0,Short Term,698.0,648774.0,10+ years,Own Home,Take a Trip,11083.27,10.3,300.0,12.0,1.0,44650.0,263802.0,1.0,0.0
416,5acff435-93e0-4a03-a635-88bfc4ed2d00,61d2c76e-027c-4198-9803-4e0459cb7721,Fully Paid,198902.0,Short Term,734.0,1240567.0,2 years,Home Mortgage,Debt Consolidation,17988.06,15.2,23.0,10.0,0.0,136591.0,397386.0,0.0,0.0
417,d316fbc7-ffe1-462c-aa5d-3da73d2f3089,6d3beae9-bc7a-44c3-88d0-e5a37a99e2f2,Fully Paid,237974.0,Short Term,688.0,822073.0,9 years,Rent,Debt Consolidation,8974.27,11.6,300.0,11.0,0.0,127642.0,168146.0,0.0,0.0
418,f10ea0ca-05e4-4c8f-b912-ae6175d1142c,bc926fda-7643-4a3d-8093-5cd2cb319652,Fully Paid,258170.0,Short Term,724.0,1174162.0,< 1 year,Home Mortgage,Other,9364.34,29.8,300.0,6.0,0.0,54074.0,1079386.0,0.0,0.0
419,7e9a4a43-b41d-4e43-ad6a-54b697569b4b,31e3baa5-9833-4203-8a3d-9c807b1cf9b1,Fully Paid,130306.0,Short Term,724.0,1174162.0,3 years,Rent,moving,15235.34,8.3,12.0,10.0,0.0,66652.0,123464.0,0.0,0.0
421,abb1c831-8b8f-4d63-ba2e-87ae96bc9c78,e45e5193-b0aa-41c7-9ad0-e0d2402e2fdf,Charged Off,333564.0,Long Term,724.0,1174162.0,4 years,Rent,Debt Consolidation,12524.99,10.0,300.0,10.0,0.0,122075.0,357830.0,0.0,0.0
422,2f2192b3-3b03-45bb-ab7c-798f751bb38e,74350b75-b421-45ea-94a1-616d599624d5,Fully Paid,99550.0,Short Term,724.0,1174162.0,6 years,Home Mortgage,Debt Consolidation,9171.3,13.9,15.0,6.0,0.0,43548.0,88000.0,0.0,0.0
423,2ac69831-f2c8-4439-8cc1-f8236486af3c,edb46ba8-9f66-49af-89ed-8e857438205e,Fully Paid,333146.0,Long Term,742.0,748049.0,10+ years,Rent,Debt Consolidation,14399.72,14.4,300.0,15.0,0.0,125001.0,991342.0,0.0,0.0
424,4719e313-a65f-4fe1-9d94-f661a1079b9a,cbb917d0-aa84-437f-b353-a5ed3fe807d8,Fully Paid,407484.0,Long Term,687.0,868946.0,7 years,Rent,Debt Consolidation,11296.26,21.5,21.0,7.0,0.0,223896.0,444686.0,0.0,0.0
425,788d2534-dc9c-4d00-9f39-e02a67796857,7380646a-0204-4ceb-8b45-f934d25bd5fd,Charged Off,131472.0,Short Term,724.0,1174162.0,10+ years,Rent,Debt Consolidation,11354.4,21.2,77.0,18.0,0.0,112689.0,247610.0,0.0,0.0
426,4b951aa6-5c0f-49c4-b2d0-fb4e880a1499,7898f6c7-9f71-4828-bb50-da2758a623c2,Fully Paid,141548.0,Short Term,727.0,1730349.0,2 years,Home Mortgage,Home Improvements,12804.48,18.1,80.0,12.0,3.0,40508.0,372284.0,1.0,2.0
427,49d7a495-9498-4dd3-9d26-a1258b4222d2,17800b45-1749-441d-8295-9e11e72f422d,Charged Off,442860.0,Short Term,724.0,1174162.0,1 year,Home Mortgage,Debt Consolidation,12959.33,20.5,74.0,8.0,0.0,43244.0,286088.0,0.0,0.0
428,455e88bd-416e-4e7a-9e90-cb86f6112434,0c0c03b3-bc37-4730-83ea-4e8dc2c21b71,Fully Paid,359172.0,Short Term,719.0,775504.0,10+ years,Rent,Debt Consolidation,23135.73,14.1,15.0,19.0,0.0,394991.0,828542.0,0.0,0.0
429,763dfe90-1dd7-47ed-b94d-556f56ac66e6,7b56754b-f021-4a58-b8ef-f872d2df1882,Fully Paid,137302.0,Short Term,724.0,1174162.0,5 years,Own Home,Debt Consolidation,20371.8,19.7,300.0,12.0,1.0,111017.0,190982.0,1.0,0.0
430,b03f80c2-f1be-4e0d-b589-3821ee0221b9,e489c61d-147f-4d82-a7fe-38a6c2016365,Fully Paid,223476.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,29474.7,17.0,8.0,12.0,1.0,209931.0,353320.0,0.0,0.0
431,6d3206fb-42c9-4ccb-a15e-9f42f7d6b269,86ae3dd5-f201-4043-9c1f-f9c42ebb3bc5,Fully Paid,445720.0,Long Term,726.0,1559007.0,10+ years,Home Mortgage,Debt Consolidation,35077.61,26.5,300.0,11.0,0.0,558733.0,827332.0,0.0,0.0
433,b462251c-f187-44dc-b188-89e372805052,de0e523e-8a3d-470e-b233-257ad74ee083,Fully Paid,429462.0,Short Term,730.0,1690164.0,10+ years,Home Mortgage,Debt Consolidation,29803.21,28.1,300.0,12.0,0.0,570589.0,782782.0,0.0,0.0
434,ace37e03-1342-48bb-9bf2-af0fdd9c94e4,305da905-5cb9-4ce5-add6-ed8dc8c8a78b,Fully Paid,205062.0,Short Term,744.0,1025354.0,3 years,Rent,Debt Consolidation,20250.77,15.4,300.0,7.0,0.0,104614.0,261096.0,0.0,0.0
435,4e2518da-4e83-48f5-8d33-47a4a71929ee,c2e5d5f3-0ade-487e-b270-d5092810dacf,Fully Paid,248072.0,Short Term,724.0,1174162.0,9 years,Rent,Debt Consolidation,21063.78,18.8,300.0,14.0,0.0,279547.0,653928.0,0.0,0.0
436,fb8ec1b4-2092-4384-b408-3ede0eac16fd,5a9c45ed-2870-4078-b048-5090a70a1059,Fully Paid,397606.0,Short Term,745.0,1837851.0,5 years,Rent,Debt Consolidation,19756.96,10.9,300.0,10.0,0.0,131575.0,390610.0,0.0,0.0
437,33e228bc-e8ac-4aee-91ec-551cfe1afad2,b55aada5-7b8d-4cbe-b982-6e6fca8fc19c,Fully Paid,118030.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Other,4366.01,17.7,300.0,10.0,0.0,229007.0,1012132.0,0.0,0.0
438,c76bc438-b9e5-4732-8dff-a8d3c0ab74b2,43eba4eb-e0d0-4bea-adab-1a7b23ae9986,Fully Paid,125444.0,Short Term,746.0,565269.0,4 years,Rent,Debt Consolidation,9374.03,14.6,300.0,7.0,0.0,344622.0,675202.0,0.0,0.0
439,cb373e2d-0f66-4ba5-a843-9b2a1c84e510,40da19cf-46d7-4bfb-9cdd-b98e1cb780bd,Fully Paid,420574.0,Long Term,734.0,1354206.0,10+ years,Home Mortgage,Debt Consolidation,15911.93,15.5,300.0,10.0,0.0,316464.0,703296.0,0.0,0.0
440,a2477abf-5b69-4a0d-8419-b7813cc593ee,87fccd41-f77d-43df-a930-cd7ea9e65eef,Fully Paid,263714.0,Short Term,724.0,1174162.0,10+ years,Own Home,Debt Consolidation,27448.54,10.7,300.0,14.0,1.0,341107.0,714230.0,1.0,0.0
441,e4647f5f-d1fb-402b-a2bb-79e6c090c2db,2fa7005f-c7e6-4175-b2d1-4d3d95d640cf,Fully Paid,102410.0,Short Term,724.0,1174162.0,7 years,Own Home,Debt Consolidation,5343.94,15.4,36.0,7.0,0.0,92321.0,146828.0,0.0,0.0
442,b3a4ef5f-0748-4c7f-849f-73ab2bb7e432,89f9baa0-9919-4fcf-a079-d7c31216e091,Fully Paid,173778.0,Short Term,741.0,1646008.0,4 years,Home Mortgage,Other,29312.63,17.3,300.0,7.0,0.0,387904.0,621214.0,0.0,0.0
443,b1eaf522-d8e1-483c-888d-eeeebe2fd65f,264ff3ba-1309-4824-8a64-a344a45c8ebf,Fully Paid,179806.0,Short Term,724.0,1174162.0,3 years,Rent,Debt Consolidation,8191.28,24.0,300.0,8.0,0.0,66196.0,229482.0,0.0,0.0
444,1791fedb-8179-4118-82e2-4a234456937a,0e487de7-4968-4695-a34d-ee508fbe3aaf,Fully Paid,220506.0,Short Term,736.0,761748.0,4 years,Rent,Debt Consolidation,10156.64,14.3,13.0,10.0,0.0,151848.0,257818.0,0.0,0.0
445,ffac2376-60b7-459c-bca3-1f14ad56c947,724c2933-3c40-46ab-9960-fdbb563c7876,Charged Off,357588.0,Short Term,724.0,1174162.0,2 years,Rent,Debt Consolidation,3462.37,13.5,300.0,8.0,0.0,74651.0,360140.0,0.0,0.0
446,c428c4ea-4ec1-4636-9628-130780f2f3a4,b6013761-661c-4977-9f77-c3f2a9a6d25a,Fully Paid,398090.0,Long Term,714.0,1158449.0,10+ years,Rent,Debt Consolidation,17087.08,15.1,300.0,16.0,0.0,305900.0,924814.0,0.0,0.0
447,2691d356-b3f4-4b48-947b-8199ddb442c0,1212d674-6b15-4891-bdaf-8ca4ac8c0605,Fully Paid,132836.0,Short Term,694.0,803035.0,4 years,Rent,Educational Expenses,16461.98,13.5,23.0,9.0,0.0,106780.0,128414.0,0.0,0.0
448,a7421d77-0e6c-442c-9885-2f270f107512,085db8a6-3f9c-4b09-9952-a1aca25a0cf1,Fully Paid,132638.0,Short Term,709.0,859199.0,3 years,Rent,Other,13460.55,28.8,300.0,15.0,0.0,207309.0,541860.0,0.0,0.0
449,05fd409d-f972-4284-83e2-3dc782460ea6,4eb7f77c-9a31-432b-bf40-6e43f9c039a2,Fully Paid,425810.0,Short Term,724.0,1174162.0,5 years,Home Mortgage,Debt Consolidation,22145.45,24.0,73.0,14.0,0.0,250078.0,955614.0,0.0,0.0
450,31e34710-753b-4e0b-9c90-d761c30e363a,c634f972-5157-48d3-8f65-2b478b1e90c3,Fully Paid,269148.0,Short Term,716.0,843543.0,4 years,Rent,Debt Consolidation,20596.57,11.0,6.0,20.0,1.0,232807.0,638770.0,1.0,0.0
451,65cec006-fb44-4e26-b80f-c41680d514a6,68b17acc-54ab-4b68-822b-ebc2177b318e,Fully Paid,177958.0,Short Term,740.0,710809.0,5 years,Own Home,Buy a Car,5455.47,10.9,300.0,2.0,0.0,0.0,0.0,0.0,0.0
452,f68c1a77-a1b9-4e6b-8f4e-e49f1f0e9214,72c15939-0b00-40ac-8498-afe0d9d33dd3,Fully Paid,291918.0,Long Term,700.0,1473887.0,< 1 year,Home Mortgage,Other,17195.38,15.1,41.0,13.0,0.0,243333.0,329912.0,0.0,0.0
453,56745e11-59d1-4c06-8dae-9923890f11d5,14f1c590-4ab4-4e69-9051-f8d96bda60b8,Fully Paid,320474.0,Short Term,703.0,1278149.0,10+ years,Home Mortgage,Debt Consolidation,14698.78,28.2,19.0,13.0,1.0,256215.0,514140.0,1.0,0.0
454,7cb49144-3b03-4e0d-9cd9-23dd5c7d4d7d,4d201c3d-ad87-427d-895c-1bd8ec3b8325,Fully Paid,326458.0,Short Term,689.0,786828.0,6 years,Home Mortgage,Debt Consolidation,15605.46,21.2,42.0,11.0,0.0,249071.0,433664.0,0.0,0.0
455,dd0c4054-e163-4dc7-bae6-b9be35d4fc87,152447b6-98db-455e-a147-de0000f226d7,Charged Off,528154.0,Long Term,700.0,1444437.0,10+ years,Home Mortgage,Debt Consolidation,27323.9,30.4,6.0,15.0,0.0,339777.0,451176.0,0.0,0.0
456,325ed087-17b2-4f90-8158-83c44b16a877,01af6fa9-b03b-4271-ad41-68144af5174c,Charged Off,581592.0,Long Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,20455.02,17.5,300.0,13.0,0.0,363983.0,629970.0,0.0,0.0
457,ca366c2d-fea7-467d-98ff-7adb2d437b46,b3e29e60-2c3d-4738-8d0a-79e86c793002,Fully Paid,563596.0,Long Term,723.0,1226564.0,7 years,Home Mortgage,Debt Consolidation,12265.64,12.8,33.0,12.0,0.0,451174.0,652212.0,0.0,0.0
458,03ebdb06-2132-41c7-9639-fd6de558ccfc,3bae464f-b995-470a-8f0d-29826f10756e,Fully Paid,335720.0,Short Term,728.0,966435.0,8 years,Rent,Debt Consolidation,9181.18,8.7,30.0,12.0,0.0,226974.0,722018.0,0.0,0.0
459,46d100c9-3970-4b73-862b-9d274f8d7a81,759060a7-c555-4083-bde1-3858ad7429e8,Fully Paid,87494.0,Short Term,724.0,1174162.0,3 years,Home Mortgage,Other,8614.6,13.9,12.0,16.0,0.0,141398.0,213180.0,0.0,0.0
460,93804ab5-bd80-4cdf-afcd-ed69575a854c,d1c32954-aba1-47c6-9888-6b11e9518b98,Fully Paid,316866.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,5741.61,14.0,19.0,8.0,0.0,146604.0,314336.0,0.0,0.0
461,61d67011-80d6-402a-8a3e-39a2a8647c0f,7e49537b-55ca-456f-97ad-941b71397433,Fully Paid,223740.0,Short Term,724.0,1174162.0,10+ years,Rent,Debt Consolidation,17656.32,11.3,300.0,14.0,1.0,168891.0,532840.0,1.0,0.0
462,3d024f89-f82b-4f4a-9932-0928e0fc2b0a,3c94aeea-ab21-49b0-8d06-3c4f365eaa3c,Fully Paid,518232.0,Long Term,713.0,973769.0,10+ years,Rent,Debt Consolidation,21017.23,10.9,300.0,9.0,0.0,329593.0,700238.0,0.0,0.0
463,c2241422-41a2-4006-8d24-9723d3a7c421,b08c8f81-c6aa-4a96-b96f-466487066267,Fully Paid,370062.0,Short Term,724.0,726769.0,0 years,Rent,Debt Consolidation,9084.66,23.4,25.0,12.0,1.0,167998.0,468732.0,1.0,0.0
464,900fce82-d4b6-48e4-8d32-75cf02aa4e32,f3d0cbda-ab3b-4d8f-b29f-af2655c8e40e,Charged Off,154154.0,Short Term,745.0,1597596.0,7 years,Rent,Debt Consolidation,6377.16,11.5,300.0,9.0,0.0,301454.0,827134.0,0.0,0.0
467,29ae088a-d359-451d-b210-ddb1f2ebddae,e0c87455-80ab-4dad-8a5f-47131b87d0e8,Fully Paid,412016.0,Short Term,731.0,1685547.0,10+ years,Home Mortgage,Debt Consolidation,28232.86,21.3,34.0,11.0,1.0,60097.0,108394.0,1.0,0.0
468,9f33a232-2aea-4084-ab6f-d5447911aede,1dc38dc3-33c8-42b4-977d-2be50672f729,Charged Off,216876.0,Short Term,724.0,1174162.0,7 years,Home Mortgage,Debt Consolidation,20322.21,19.2,66.0,20.0,0.0,309225.0,494516.0,0.0,0.0
469,e2c4241a-779c-4fd5-a4c7-198aced337f6,d02f426d-d7f7-4d68-8ee2-b7efeee93ca5,Fully Paid,67562.0,Short Term,711.0,1050415.0,0 years,Home Mortgage,Home Improvements,28098.72,20.7,300.0,10.0,1.0,57779.0,182292.0,1.0,0.0
471,95547bce-9e97-4118-bcaf-d99a857a2d37,917cb890-02ac-43ca-a70d-8c9ea642401e,Fully Paid,173294.0,Short Term,750.0,1683666.0,0 years,Own Home,Debt Consolidation,3044.56,32.1,66.0,10.0,0.0,59299.0,363308.0,0.0,0.0
472,4db02953-0282-4bbe-936a-2b7d8fc5772a,9d4b303d-2e46-497c-8df3-dee9d3f30fc3,Fully Paid,133254.0,Short Term,724.0,1174162.0,0 years,Rent,major_purchase,518.51,10.2,48.0,5.0,0.0,17822.0,248578.0,0.0,0.0
473,02148aa6-ddcf-4f27-b169-34dc286b4552,cbf37215-9374-4bb3-be70-0bbb05d5bdf7,Fully Paid,213114.0,Short Term,724.0,1174162.0,10+ years,Home Mortgage,Debt Consolidation,19733.78,21.5,300.0,10.0,0.0,60914.0,503800.0,0.0,0.0
474,355fc546-9a9e-48f1-af75-62aed51acead,885cbf25-6502-4bba-8f61-779f4cf4c14f,Fully Paid,225170.0,Long Term,687.0,815784.0,10+ years,Home Mortgage,Debt Consolidation,25492.87,15.3,300.0,12.0,0.0,453948.0,808654.0,0.0,0.0
475,2ad58767-d6bb-426c-bf1c-e85ffce56482,42a849cc-394b-48ed-b5bd-70c1ea4fea11,Fully Paid,222596.0,Short Term,737.0,865089.0,3 years,Rent,Debt Consolidation,7497.4,13.4,8.0,7.0,0.0,184319.0,233772.0,0.0,0.0
476,fa73fc69-932c-46d6-a04e-ab7c554aa9f0,e27b5bfc-6f93-48d0-970f-59341606062e,Fully Paid,142186.0,Short Term,705.0,793459.0,1 year,Home Mortgage,Debt Consolidation,16464.07,28.9,62.0,8.0,1.0,85291.0,216590.0,1.0,0.0
477,acd9ffe6-a893-46e4-aded-9b23e926e83d,35df0ab0-afad-41bd-b8ad-92a4788f492b,Fully Paid,107426.0,Short Term,737.0,649439.0,9 years,Home Mortgage,Debt Consolidation,11148.63,13.8,55.0,13.0,1.0,82688.0,403964.0,1.0,0.0
